Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Filled Price,Ambiguous Flag,QtyMismatch,TotalMismatch
1365285,Juice,5,3.0,15.0,Credit Card,,2023-06-11,3.0,False,False,False
3189677,Smoothie,1,4.0,4.0,,,2023-01-11,4.0,False,False,False
3375399,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,2023-05-21,1.0,False,False,False
9315755,Cake,5,3.0,15.0,Cash,Takeaway,2023-09-26,3.0,False,False,False
6853678,Cookie,4,1.0,4.0,Digital Wallet,,2023-07-23,1.0,False,False,False
6530886,Coffee,1,2.0,2.0,Credit Card,,2023-10-21,2.0,False,False,False
3530720,Smoothie,5,4.0,20.0,Digital Wallet,In-store,2023-10-18,4.0,False,False,False
3716067,Tea,5,1.5,7.5,Credit Card,In-store,,1.5,False,False,False
1410102,Salad,1,5.0,5.0,Cash,In-store,2023-06-23,5.0,False,False,False
6977098,Juice,5,3.0,15.0,Credit Card,In-store,2023-06-09,3.0,False,False,False
7735237,Cake,2,3.0,6.0,Digital Wallet,In-store,2023-01-13,3.0,False,False,False
7510766,Coffee,3,2.0,6.0,,In-store,2023-07-24,2.0,False,False,False
3352256,Sandwich,2,4.0,8.0,,Takeaway,2023-09-08,4.0,False,False,False
8494538,Cake,4,3.0,12.0,,,2023-11-08,3.0,False,False,False
8676769,Salad,3,5.0,15.0,Digital Wallet,In-store,2023-06-16,5.0,False,False,False
5282529,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-04-13,1.5,False,False,False
9495930,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-10-23,2.0,False,False,False
3514492,Juice,3,3.0,9.0,Digital Wallet,In-store,2023-02-23,3.0,False,False,False
1349215,,1,4.0,4.0,Digital Wallet,,2023-02-06,,True,False,False
7223646,Cookie,5,1.0,5.0,Credit Card,,2023-09-19,1.0,False,False,False
4033982,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-01-04,,False,False,False
1842697,,5,3.0,15.0,,,2023-10-25,,True,False,False
4227337,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-12-15,1.5,False,False,False
5790213,Juice,3,3.0,9.0,Cash,,2023-08-30,3.0,False,False,False
3546261,Tea,3,1.5,4.5,,Takeaway,2023-03-20,1.5,False,False,False
7119228,,4,3.0,12.0,Digital Wallet,,2023-10-09,,True,False,False
3334257,Sandwich,2,4.0,8.0,Cash,UNKNOWN,2023-06-10,4.0,False,False,False
5665767,Tea,4,1.5,6.0,,,2023-08-22,1.5,False,False,False
4527464,Tea,4,1.5,6.0,,In-store,2023-08-09,1.5,False,False,False
1011236,Cake,1,3.0,3.0,Cash,In-store,2023-02-08,3.0,False,False,False
8293691,Coffee,4,2.0,8.0,,,2023-06-30,2.0,False,False,False
7463011,Sandwich,2,4.0,8.0,,In-store,2023-01-22,4.0,False,False,False
6872268,Juice,2,3.0,6.0,Digital Wallet,In-store,2023-01-07,3.0,False,False,False
3999554,Coffee,1,2.0,2.0,Credit Card,Takeaway,2023-09-13,2.0,False,False,False
9942247,Coffee,2,2.0,4.0,Cash,Takeaway,2023-10-15,2.0,False,False,False
3687300,Cookie,2,1.0,2.0,Credit Card,In-store,,1.0,False,False,False
6113452,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-09-21,4.0,False,False,False
1752617,Tea,5,1.5,7.5,,Takeaway,2023-09-05,1.5,False,False,False
1949789,Salad,2,5.0,10.0,,Takeaway,2023-11-07,5.0,False,False,False
7386089,Sandwich,2,4.0,8.0,,In-store,2023-07-15,4.0,False,False,False
6751134,Sandwich,3,4.0,12.0,,UNKNOWN,2023-01-12,4.0,False,False,False
2731270,Cake,1,3.0,3.0,,Takeaway,2023-05-31,3.0,False,False,False
8830813,Coffee,1,2.0,2.0,Cash,In-store,2023-06-18,2.0,False,False,False
2548248,Cake,4,3.0,12.0,ERROR,Takeaway,2023-06-28,3.0,False,False,False
3026930,Cake,2,3.0,6.0,Cash,In-store,2023-03-23,3.0,False,False,False
2824366,Sandwich,4,4.0,16.0,ERROR,In-store,2023-07-02,4.0,False,False,False
2801651,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-07-10,3.0,False,False,False
5005592,Coffee,1,2.0,2.0,Credit Card,In-store,2023-06-05,2.0,False,False,False
8284313,Salad,5,5.0,25.0,,,2023-11-20,5.0,False,False,False
8058026,Tea,1,1.5,1.5,ERROR,Takeaway,2023-05-19,1.5,False,False,False
2182790,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-05-05,1.5,False,False,False
7251929,Salad,2,5.0,10.0,Digital Wallet,In-store,2023-01-31,,False,False,False
2145530,Sandwich,3,4.0,12.0,Digital Wallet,ERROR,2023-10-08,4.0,False,False,False
4159861,Juice,1,3.0,3.0,Digital Wallet,,2023-03-20,3.0,False,False,False
4600614,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-01-27,4.0,False,False,False
1853298,Cookie,5,1.0,5.0,Credit Card,,2023-01-02,1.0,False,False,False
6600858,Sandwich,3,4.0,12.0,Cash,ERROR,2023-03-27,4.0,False,False,False
7494793,Smoothie,5,4.0,20.0,,Takeaway,2023-12-29,4.0,False,False,False
3968170,Salad,1,5.0,5.0,,In-store,2023-08-05,5.0,False,False,False
4628310,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-04-20,3.0,False,False,False
6110009,Juice,5,3.0,15.0,,Takeaway,2023-12-26,3.0,False,False,False
8996187,Salad,2,5.0,10.0,Credit Card,In-store,2023-09-28,5.0,False,False,False
3544792,Sandwich,1,4.0,4.0,Digital Wallet,,2023-06-27,4.0,False,False,False
2353057,Cake,3,3.0,9.0,UNKNOWN,Takeaway,2023-08-04,3.0,False,False,False
6013295,Juice,2,3.0,6.0,Cash,Takeaway,2023-11-07,3.0,False,False,False
3200195,Juice,3,3.0,9.0,Digital Wallet,In-store,2023-05-04,3.0,False,False,False
4860027,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-07-28,1.0,False,False,False
3509437,,4,4.0,16.0,,In-store,2023-12-06,,True,False,False
5442505,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-09-07,3.0,False,False,False
4708410,Cake,4,3.0,12.0,Digital Wallet,In-store,2023-10-08,3.0,False,False,False
4847617,Sandwich,4,4.0,16.0,Credit Card,,2023-08-04,4.0,False,False,False
1898329,Cake,5,3.0,15.0,Cash,In-store,2023-04-12,3.0,False,False,False
2508266,Cookie,1,1.0,1.0,ERROR,,2023-01-28,1.0,False,False,False
1945918,Juice,2,3.0,6.0,,UNKNOWN,2023-09-12,3.0,False,False,False
8147057,Juice,1,3.0,3.0,Digital Wallet,In-store,2023-08-21,3.0,False,False,False
9546556,,5,3.0,15.0,Cash,In-store,2023-08-18,,True,False,False
4935258,Cake,2,3.0,6.0,Credit Card,,2023-09-14,3.0,False,False,False
5588239,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,2023-03-31,1.0,False,False,False
6575599,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-10-09,2.0,False,False,False
9382156,Tea,5,1.5,7.5,ERROR,Takeaway,2023-06-02,1.5,False,False,False
1229376,Cake,3,3.0,9.0,Digital Wallet,In-store,2023-08-14,3.0,False,False,False
1732216,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-08-30,2.0,False,False,False
1756717,Smoothie,3,4.0,12.0,Credit Card,UNKNOWN,2023-01-22,4.0,False,False,False
8188857,Cake,1,3.0,3.0,,,2023-12-21,3.0,False,False,False
9783697,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-07-14,4.0,False,False,False
6991253,Juice,3,3.0,9.0,,In-store,2023-12-13,3.0,False,False,False
7177487,Tea,4,1.5,6.0,Credit Card,,2023-09-07,1.5,False,False,False
8444245,,1,3.0,3.0,Cash,,2023-01-30,,True,False,False
3224756,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-11-20,3.0,False,False,False
3421456,Cake,1,3.0,3.0,UNKNOWN,,2023-09-05,3.0,False,False,False
9421618,Cake,3,3.0,9.0,Cash,ERROR,2023-02-21,3.0,False,False,False
9054741,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-06-24,3.0,False,False,False
9063299,Cake,4,3.0,12.0,Digital Wallet,In-store,2023-06-15,3.0,False,False,False
4318159,Coffee,4,2.0,8.0,Digital Wallet,,2023-03-30,2.0,False,False,False
8127390,Tea,3,1.5,4.5,,In-store,2023-01-19,1.5,False,False,False
9682798,Cake,3,3.0,9.0,Cash,In-store,2023-09-15,3.0,False,False,False
9716971,Salad,4,5.0,20.0,Digital Wallet,UNKNOWN,2023-06-21,5.0,False,False,False
7827797,Salad,3,5.0,15.0,,Takeaway,2023-06-30,5.0,False,False,False
4343391,Cookie,5,1.0,5.0,Cash,Takeaway,2023-06-01,1.0,False,False,False
6877186,Cookie,2,1.0,2.0,Credit Card,In-store,2023-12-05,1.0,False,False,False
8162049,Sandwich,1,4.0,4.0,Digital Wallet,,,4.0,False,False,False
6559173,Smoothie,5,4.0,20.0,UNKNOWN,,2023-08-09,4.0,False,False,False
9818498,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-09-01,4.0,False,False,False
2520102,Coffee,1,2.0,2.0,Digital Wallet,,2023-03-08,2.0,False,False,False
9155044,Sandwich,3,4.0,12.0,Credit Card,In-store,2023-02-28,4.0,False,False,False
5625110,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-11-07,5.0,False,False,False
3923375,Cake,5,3.0,15.0,Credit Card,,,3.0,False,False,False
8706498,Smoothie,5,4.0,20.0,,,2023-05-08,4.0,False,False,False
1188596,Juice,1,3.0,3.0,Cash,,2023-10-24,3.0,False,False,False
8085790,Cookie,4,1.0,4.0,Cash,Takeaway,2023-10-27,1.0,False,False,False
3113823,Salad,5,5.0,25.0,Digital Wallet,In-store,2023-03-01,5.0,False,False,False
3423451,Salad,4,5.0,20.0,Cash,ERROR,2023-10-11,5.0,False,False,False
8010863,Coffee,2,2.0,4.0,,,2023-06-30,2.0,False,False,False
6154626,Smoothie,5,4.0,20.0,,Takeaway,2023-05-06,4.0,False,False,False
5841004,Cookie,2,1.0,2.0,Credit Card,In-store,2023-04-28,1.0,False,False,False
2886223,Sandwich,5,4.0,20.0,Credit Card,,2023-07-24,4.0,False,False,False
6047742,Smoothie,5,4.0,20.0,Digital Wallet,In-store,2023-12-11,4.0,False,False,False
5086795,Salad,1,5.0,5.0,Cash,In-store,2023-04-29,5.0,False,False,False
1943186,Salad,2,5.0,10.0,Cash,In-store,2023-12-16,5.0,False,False,False
9600016,Cookie,4,1.0,4.0,,Takeaway,2023-05-06,1.0,False,False,False
7397017,Salad,3,5.0,15.0,Digital Wallet,Takeaway,,5.0,False,False,False
4305997,Tea,3,1.5,4.5,,In-store,2023-11-22,1.5,False,False,False
4364374,Sandwich,2,4.0,8.0,Cash,ERROR,2023-04-20,4.0,False,False,False
7031347,,4,3.0,12.0,Credit Card,Takeaway,2023-06-09,,True,False,False
9703331,Cake,2,3.0,6.0,Cash,,2023-09-09,3.0,False,False,False
3851247,Cake,1,3.0,3.0,Credit Card,In-store,2023-11-23,3.0,False,False,False
6666679,Juice,2,3.0,6.0,Digital Wallet,,2023-08-25,3.0,False,False,False
5683213,Smoothie,2,4.0,8.0,Credit Card,In-store,2023-10-30,4.0,False,False,False
2052609,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-06-23,3.0,False,False,False
6557825,Tea,3,1.5,4.5,ERROR,,2023-05-07,1.5,False,False,False
6228999,Cookie,5,1.0,5.0,,,2023-02-07,1.0,False,False,False
4226287,Cookie,1,1.0,1.0,,,2023-04-29,1.0,False,False,False
9868053,Juice,3,3.0,9.0,Digital Wallet,In-store,,3.0,False,False,False
2570829,Juice,1,3.0,3.0,Cash,Takeaway,2023-03-31,3.0,False,False,False
7433531,Sandwich,2,4.0,8.0,,Takeaway,2023-08-16,4.0,False,False,False
5190685,Cookie,4,1.0,4.0,Cash,Takeaway,2023-11-12,1.0,False,False,False
4526296,Smoothie,5,4.0,20.0,UNKNOWN,Takeaway,2023-11-23,4.0,False,False,False
5137315,Salad,5,5.0,25.0,Credit Card,In-store,2023-01-05,5.0,False,False,False
6513435,Juice,3,3.0,9.0,,Takeaway,2023-08-16,3.0,False,False,False
8337899,Cookie,1,1.0,1.0,Digital Wallet,,2023-11-10,1.0,False,False,False
2245787,Salad,4,5.0,20.0,,Takeaway,2023-10-29,5.0,False,False,False
9203396,Coffee,5,2.0,10.0,Digital Wallet,In-store,2023-01-08,2.0,False,False,False
9352671,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-02-10,4.0,False,False,False
6391414,Smoothie,4,4.0,16.0,Cash,In-store,2023-05-08,4.0,False,False,False
2613440,Juice,3,3.0,9.0,Credit Card,In-store,2023-04-15,3.0,False,False,False
5632564,Cookie,1,1.0,1.0,Credit Card,,2023-11-04,1.0,False,False,False
4175122,Coffee,4,2.0,8.0,Digital Wallet,In-store,2023-09-29,,False,False,False
3475075,Cake,3,3.0,9.0,Cash,Takeaway,,3.0,False,False,False
4759797,Salad,3,5.0,15.0,UNKNOWN,In-store,,5.0,False,False,False
4704439,Coffee,3,2.0,6.0,Cash,UNKNOWN,2023-06-14,2.0,False,False,False
3292043,Cookie,5,1.0,5.0,,ERROR,,1.0,False,False,False
2666340,Cake,2,3.0,6.0,Cash,Takeaway,2023-09-29,3.0,False,False,False
8004162,Salad,5,5.0,25.0,ERROR,UNKNOWN,2023-11-04,5.0,False,False,False
6539480,Cake,5,3.0,15.0,Cash,Takeaway,2023-08-25,3.0,False,False,False
1993002,,4,3.0,12.0,,Takeaway,2023-03-30,,True,False,False
5024094,Tea,1,1.5,1.5,Credit Card,,2023-02-20,1.5,False,False,False
7399898,Juice,3,3.0,9.0,,,2023-02-19,3.0,False,False,False
7675213,,2,4.0,8.0,Digital Wallet,In-store,2023-03-08,,True,False,False
5180728,Tea,2,1.5,3.0,,In-store,2023-09-01,1.5,False,False,False
1442791,Tea,1,1.5,1.5,UNKNOWN,,2023-03-23,1.5,False,False,False
7169607,Cake,2,3.0,6.0,Credit Card,,2023-04-10,3.0,False,False,False
8157817,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-08-30,1.5,False,False,False
9105544,Tea,3,1.5,4.5,,In-store,2023-07-08,1.5,False,False,False
7620529,Sandwich,2,4.0,8.0,Cash,In-store,2023-08-08,4.0,False,False,False
1491670,Juice,5,3.0,15.0,Credit Card,Takeaway,2023-06-28,3.0,False,False,False
8041777,Cake,1,3.0,3.0,Cash,,2023-11-23,3.0,False,False,False
2366464,Juice,1,3.0,3.0,Cash,Takeaway,2023-06-05,3.0,False,False,False
7994275,Smoothie,3,4.0,12.0,Credit Card,In-store,2023-09-18,4.0,False,False,False
6034920,Cookie,1,1.0,1.0,Credit Card,In-store,2023-09-09,1.0,False,False,False
4673812,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-05-01,1.0,False,False,False
3577949,Cake,3,3.0,9.0,ERROR,Takeaway,2023-04-25,3.0,False,False,False
4503560,Cake,5,3.0,15.0,Digital Wallet,,2023-02-21,3.0,False,False,False
6543620,Cookie,2,1.0,2.0,Cash,Takeaway,2023-04-08,1.0,False,False,False
5071222,Cookie,5,1.0,5.0,Digital Wallet,ERROR,2023-10-25,1.0,False,False,False
1605048,Cake,4,3.0,12.0,Cash,Takeaway,2023-03-16,3.0,False,False,False
9907306,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-09-06,,False,False,False
2401829,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-02-07,4.0,False,False,False
8359674,Salad,3,5.0,15.0,,Takeaway,2023-10-16,5.0,False,False,False
1937611,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-11-02,1.5,False,False,False
5438111,Smoothie,3,4.0,12.0,Cash,In-store,2023-01-06,4.0,False,False,False
1442771,,1,3.0,3.0,,,2023-04-25,,True,False,False
5793057,Sandwich,3,4.0,12.0,Credit Card,In-store,2023-02-25,4.0,False,False,False
1778597,Cookie,3,1.0,3.0,Cash,,2023-09-28,1.0,False,False,False
4076631,,4,3.0,12.0,Cash,In-store,2023-07-21,,True,False,False
1660757,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-11-08,3.0,False,False,False
7540909,Tea,2,1.5,3.0,Digital Wallet,,2023-02-20,1.5,False,False,False
1469462,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-09-05,3.0,False,False,False
4745094,Tea,5,1.5,7.5,Credit Card,,2023-12-05,1.5,False,False,False
3711712,Salad,5,5.0,25.0,Digital Wallet,In-store,2023-08-20,5.0,False,False,False
7909509,Smoothie,3,4.0,12.0,,Takeaway,2023-10-10,4.0,False,False,False
8577850,Tea,3,1.5,4.5,,,2023-07-10,1.5,False,False,False
1268480,Salad,5,5.0,25.0,Cash,In-store,2023-04-18,5.0,False,False,False
6579974,Sandwich,5,4.0,20.0,Digital Wallet,,2023-05-10,4.0,False,False,False
6957331,Juice,3,3.0,9.0,Digital Wallet,,2023-01-23,3.0,False,False,False
7796731,Juice,2,3.0,6.0,,In-store,2023-06-09,3.0,False,False,False
7218914,Salad,1,5.0,5.0,Digital Wallet,In-store,2023-01-11,,False,False,False
4869107,Smoothie,3,4.0,12.0,Digital Wallet,In-store,2023-01-30,4.0,False,False,False
2027203,Coffee,3,2.0,6.0,Credit Card,,2023-07-15,2.0,False,False,False
6149748,Salad,3,5.0,15.0,Credit Card,,2023-07-06,5.0,False,False,False
1633563,,4,4.0,16.0,Digital Wallet,In-store,2023-02-05,,True,False,False
3088330,Tea,5,1.5,7.5,Digital Wallet,In-store,2023-12-08,1.5,False,False,False
5001766,Smoothie,1,4.0,4.0,Digital Wallet,,2023-05-24,4.0,False,False,False
5634960,Tea,2,1.5,3.0,,Takeaway,2023-09-06,1.5,False,False,False
6280724,Coffee,3,2.0,6.0,Credit Card,,2023-05-02,2.0,False,False,False
7650834,Salad,2,5.0,10.0,Cash,Takeaway,2023-10-29,5.0,False,False,False
4107857,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-01-29,1.5,False,False,False
2052771,Tea,4,1.5,6.0,Digital Wallet,Takeaway,,1.5,False,False,False
4635037,Juice,1,3.0,3.0,Digital Wallet,In-store,2023-05-17,3.0,False,False,False
2160119,,5,4.0,20.0,Cash,,2023-12-27,,True,False,False
9103776,Tea,4,1.5,6.0,Credit Card,In-store,2023-05-03,1.5,False,False,False
7538221,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-03-31,3.0,False,False,False
4565754,Smoothie,,4.0,,Digital Wallet,Takeaway,2023-10-06,4.0,False,False,False
8807333,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-03-18,4.0,False,False,False
8006056,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-12-19,3.0,False,False,False
2216532,Tea,3,1.5,4.5,Cash,ERROR,2023-12-27,1.5,False,False,False
6553720,Coffee,4,2.0,8.0,,In-store,2023-02-02,2.0,False,False,False
5828907,Cookie,5,1.0,5.0,Digital Wallet,,2023-05-13,1.0,False,False,False
2336248,Cake,5,3.0,15.0,,Takeaway,2023-10-19,3.0,False,False,False
3321611,,3,4.0,12.0,,Takeaway,2023-09-09,,True,False,False
6022618,Smoothie,1,4.0,4.0,Digital Wallet,In-store,2023-12-18,4.0,False,False,False
1665810,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-02-26,4.0,False,False,False
1399696,Cake,5,3.0,15.0,Cash,In-store,2023-04-08,3.0,False,False,False
9154381,Cookie,2,1.0,2.0,Credit Card,In-store,2023-04-21,1.0,False,False,False
5333966,Juice,4,3.0,12.0,UNKNOWN,In-store,2023-06-11,3.0,False,False,False
8361813,Cookie,3,1.0,3.0,Cash,In-store,2023-08-01,1.0,False,False,False
9841222,Sandwich,5,4.0,20.0,Credit Card,ERROR,2023-04-23,4.0,False,False,False
4754346,Juice,4,3.0,12.0,Credit Card,In-store,2023-08-31,3.0,False,False,False
5910268,Salad,4,5.0,20.0,,Takeaway,2023-07-04,5.0,False,False,False
9433806,Coffee,1,2.0,2.0,,,,2.0,False,False,False
5227574,Juice,4,3.0,12.0,Digital Wallet,ERROR,2023-04-10,3.0,False,False,False
5485774,Coffee,2,2.0,4.0,Credit Card,,2023-07-20,2.0,False,False,False
6504165,Juice,3,3.0,9.0,Cash,Takeaway,2023-02-13,3.0,False,False,False
6297232,Coffee,,2.0,,,,2023-04-07,2.0,False,False,False
2391659,Tea,5,1.5,7.5,,UNKNOWN,2023-02-16,1.5,False,False,False
8964493,Smoothie,1,4.0,4.0,Cash,,2023-02-10,4.0,False,False,False
1931832,,4,4.0,16.0,Credit Card,,2023-05-07,,True,False,False
4939667,Salad,1,5.0,5.0,Cash,Takeaway,2023-01-23,5.0,False,False,False
7126803,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-05-24,4.0,False,False,False
9649878,Cake,5,3.0,15.0,Cash,,2023-12-24,3.0,False,False,False
5086063,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-09-28,3.0,False,False,False
5026564,Smoothie,3,4.0,12.0,Cash,,2023-09-12,4.0,False,False,False
9680054,Cake,3,3.0,9.0,,In-store,2023-03-14,3.0,False,False,False
7299015,Coffee,5,2.0,10.0,,Takeaway,2023-12-02,2.0,False,False,False
6040824,Sandwich,1,4.0,4.0,Cash,,2023-01-07,4.0,False,False,False
4520062,Tea,2,1.5,3.0,,In-store,2023-01-10,,False,False,False
5889049,Cookie,2,1.0,2.0,,In-store,2023-07-14,1.0,False,False,False
1177438,Salad,4,5.0,20.0,,Takeaway,2023-08-21,5.0,False,False,False
6345691,,5,4.0,20.0,Credit Card,,2023-09-03,,True,False,False
6523635,Salad,2,5.0,10.0,,Takeaway,2023-04-22,,False,False,False
7494217,Cookie,1,1.0,1.0,Cash,In-store,,1.0,False,False,False
6854151,Sandwich,3,4.0,12.0,Credit Card,In-store,2023-02-07,4.0,False,False,False
6862075,,3,3.0,9.0,Credit Card,In-store,2023-08-13,,True,False,False
9202272,Sandwich,3,4.0,12.0,,,2023-11-29,4.0,False,False,False
8620934,Cookie,5,1.0,5.0,,In-store,2023-09-10,1.0,False,False,False
8133627,Cake,5,3.0,15.0,Cash,In-store,2023-08-15,3.0,False,False,False
5777224,Tea,3,1.5,4.5,UNKNOWN,,2023-09-16,1.5,False,False,False
1895899,Smoothie,4,4.0,16.0,Credit Card,In-store,2023-07-17,4.0,False,False,False
3658211,Cake,4,3.0,12.0,Cash,Takeaway,2023-04-02,3.0,False,False,False
5117140,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-08-17,1.0,False,False,False
2513950,Smoothie,4,4.0,16.0,,In-store,2023-04-03,4.0,False,False,False
7890585,Cake,5,3.0,15.0,Cash,,2023-08-11,3.0,False,False,False
5106045,Coffee,3,2.0,6.0,Credit Card,,2023-11-17,2.0,False,False,False
5177565,Sandwich,5,4.0,20.0,,,2023-10-24,4.0,False,False,False
2792107,Cake,1,3.0,3.0,,ERROR,2023-07-10,3.0,False,False,False
4036747,Smoothie,1,4.0,4.0,Cash,Takeaway,2023-05-27,4.0,False,False,False
2955691,Cake,1,3.0,3.0,,Takeaway,2023-04-04,3.0,False,False,False
6324736,Sandwich,5,4.0,20.0,Credit Card,,,4.0,False,False,False
9641364,Cookie,3,1.0,3.0,ERROR,In-store,2023-03-04,1.0,False,False,False
3488590,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-12-28,1.0,False,False,False
9720549,Cookie,1,1.0,1.0,Credit Card,In-store,2023-07-30,1.0,False,False,False
2477550,,2,4.0,8.0,Cash,Takeaway,2023-02-02,,True,False,False
2172960,Smoothie,1,4.0,4.0,Digital Wallet,,2023-07-04,4.0,False,False,False
5901182,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-07-15,4.0,False,False,False
4695415,Cake,5,3.0,15.0,,In-store,,3.0,False,False,False
1923984,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-08-31,3.0,False,False,False
4163149,Salad,1,5.0,5.0,Cash,,2023-07-30,5.0,False,False,False
5996894,Juice,1,3.0,3.0,Credit Card,,2023-06-12,3.0,False,False,False
2979899,Cake,5,3.0,15.0,Digital Wallet,,2023-05-26,3.0,False,False,False
7762739,Sandwich,4,4.0,16.0,,In-store,2023-11-05,4.0,False,False,False
6392156,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-11-12,1.0,False,False,False
7278248,Salad,5,5.0,25.0,Cash,Takeaway,2023-10-23,5.0,False,False,False
1315847,Cake,1,3.0,3.0,Digital Wallet,In-store,2023-06-19,3.0,False,False,False
9367729,Coffee,2,2.0,4.0,,Takeaway,2023-10-10,2.0,False,False,False
1464150,Coffee,5,2.0,10.0,Cash,Takeaway,2023-02-14,2.0,False,False,False
1746001,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-03-15,1.0,False,False,False
4203560,Juice,1,3.0,3.0,,UNKNOWN,2023-08-20,3.0,False,False,False
1493452,Sandwich,3,4.0,12.0,,,2023-11-08,4.0,False,False,False
4171998,Sandwich,2,4.0,8.0,UNKNOWN,Takeaway,2023-10-18,4.0,False,False,False
4528664,Salad,3,5.0,15.0,Cash,In-store,2023-12-31,5.0,False,False,False
1775278,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-02-22,3.0,False,False,False
1459078,Cookie,5,1.0,5.0,,In-store,2023-11-10,1.0,False,False,False
6252589,Smoothie,2,4.0,8.0,Digital Wallet,In-store,,4.0,False,False,False
1411473,Coffee,3,2.0,6.0,Credit Card,In-store,2023-01-04,2.0,False,False,False
5132747,Coffee,2,2.0,4.0,,,2023-10-28,2.0,False,False,False
9851026,Salad,2,5.0,10.0,,Takeaway,,5.0,False,False,False
7684072,Tea,2,1.5,3.0,Credit Card,,2023-05-12,1.5,False,False,False
3660999,Cake,3,3.0,9.0,Digital Wallet,,2023-02-02,3.0,False,False,False
7828462,Tea,3,1.5,4.5,Cash,Takeaway,2023-01-11,,False,False,False
3976744,Juice,1,3.0,3.0,Cash,,2023-12-25,3.0,False,False,False
3397978,Smoothie,5,4.0,20.0,Digital Wallet,In-store,2023-08-01,4.0,False,False,False
8568597,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-04-03,3.0,False,False,False
4152709,Sandwich,4,4.0,16.0,,,2023-12-03,4.0,False,False,False
5222110,Coffee,2,2.0,4.0,,,2023-01-30,2.0,False,False,False
1987716,Coffee,1,2.0,2.0,Credit Card,,2023-11-13,2.0,False,False,False
3643348,Sandwich,4,4.0,16.0,Digital Wallet,In-store,2023-09-06,4.0,False,False,False
6537449,Salad,2,5.0,10.0,,In-store,2023-01-15,5.0,False,False,False
1244509,Smoothie,3,4.0,12.0,Credit Card,In-store,2023-02-21,4.0,False,False,False
3490516,Coffee,5,2.0,10.0,,,2023-04-28,2.0,False,False,False
2726254,Smoothie,3,4.0,12.0,,Takeaway,2023-06-08,4.0,False,False,False
9917989,Smoothie,4,4.0,16.0,Digital Wallet,Takeaway,2023-10-20,4.0,False,False,False
4933689,Cake,1,3.0,3.0,Cash,In-store,,3.0,False,False,False
4168628,Tea,4,1.5,6.0,Digital Wallet,In-store,2023-04-27,1.5,False,False,False
2490026,Cake,5,3.0,15.0,,,2023-10-21,3.0,False,False,False
7327440,Cookie,3,1.0,3.0,Cash,In-store,2023-05-02,,False,False,False
3597656,Coffee,4,2.0,8.0,Digital Wallet,,2023-04-03,2.0,False,False,False
1765281,Smoothie,3,4.0,12.0,Credit Card,In-store,2023-01-28,4.0,False,False,False
4667663,Cake,5,3.0,15.0,Credit Card,,2023-03-07,3.0,False,False,False
8571235,Cake,1,3.0,3.0,Cash,Takeaway,2023-03-01,3.0,False,False,False
